Qualified for pricelist >= 2024;Code;Name;Description;LicenseDuration;MaintenanceDuration;ExpectedDeliveryTime;PaymentModel;ExpectedInvoiceDate;GrantOfRights;Profile;MandatoryOptional_ID;LicenseMethod;Cost_Center;Discount_Rate;Operational_Profit_Rate;OperationalProfitType;Perpetual;Support_Hours_Amount;UpdateRight;Apply_Withholding_Tax
;278;Node Locked License extension from EB tresos Studio for ACG6;License extension from EB tresos  Studio for ACG6 to EB tresos Studio for ACG7. After license change this license can also be used for EB tresos Studio for ACG7. Includes software updates and patch releases for EB tresos Studio for ACG7 for one year (no upgrades to any other Studio major version is included).;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;279;Floating License extension from EB tresos Studio for ACG6;License extension from EB tresos Studio for ACG6 to EB tresos Studio for ACG7. After license change this license can also be used for EB tresos Studio for ACG7. Includes software updates and patch releases for EB tresos Studio for ACG 7 for one year (no upgrades to any other Studio major version is included).;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;280;Run-time License (EB GUIDE);"

- REPRODUCTION AND DISTRIBUTION LICENSE;

- Per distributed ECU equipped with EB GUIDE TF;";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
yes;281;ECU Cross-Platform License for OEM;"The CUSTOMER gets the right to use the license under the following condition:
a. The run-time software is used for one Vehicle OEM Brand only.
b. The run-time software is used for one CUSTOMER PRODUCT only.
c. The run-time software is used for one µC derivate and compiler & version only.
- Including MAINTENANCE (as defined on page ""Definitions"")

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";perpetual;12 months;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Reproduction and Distribution License;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
yes;282;Development Maintenance for ECU Cross-Platform License for OEM;"- Extension of MAINTENANCE duration (as defined on page ""Definitions"") 
- Valid for existing ECU Cross-Platform License for OEM 
 
Please note: 
- Updates and bugfixes are provided for the latest software version only. 
- Tested only with the latest software version of related products (e.g., ELEKTROBIT TOOLING).";n/a;12 months;n/a;Annual payment;Anually at the beginning of the extended period;n/a;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
;283;Training - additional participant;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Training;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;284;Consulting Package;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;285;Node Locked License (EB GUIDE SPEECH);#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;EB GUIDE Node-Locked License File;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;286;Node Locked License Maintenance (EB GUIDE SPEECH);"- Per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 months.



- Node locked licenses for EB GUIDE require a permanent LAN adapter connected. WLAN network connection cannot be supported with the official Oracle Java JRE delivered with EB GUIDE.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;EB GUIDE Node-Locked License File;6400;10;50;Fix rate;TRUE;;TotalAmountAsUpdateRight;TRUE
;287;Node Locked License Maintenance, Development (EB Assist ADTF 2 Toolbox);"- Per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 months.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Node-Locked License File;6400;10;;Calculated;TRUE;;TotalAmountAsUpdateRight;TRUE
;288;Temporary Node Locked License (EB GUIDE SPEECH);"- Per seat

- Temporary DEVELOPMENT LICENSE for a 3 months period. 

- Includes free UPDATES to new product versions within the same primary version number.



- Node locked licenses for EB GUIDE require a permanent LAN adapter connected. WLAN network connection cannot be supported with the official Oracle Java JRE delivered with EB GUIDE.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;EB GUIDE Node-Locked License File;6400;10;50;Fix rate;FALSE;;UpdateRightByConfiguration;TRUE
;289;Node Locked License Upgrade (EB GUIDE SPEECH);#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;EB GUIDE Node-Locked License File;6400;10;50;Fix rate;TRUE;;none;TRUE
;290;Partner Customer License;Unlimited licenses for partners´ customers to use partners´ modules.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Application Activation Code;6400;10;50;Fix rate;TRUE;;none;TRUE
;291;CAN Driver - Porting to new target;Porting of the CAN Driver to support new target including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;292;CAN Driver - Porting to new derivatives or new compiler releases;Porting of the CAN Driver to support new derivatives or compiler releases including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;293;Delivery of requirements tracing and tests reports;Option: Delivery of requirements traceability from OEM to EB's Design and module tests reports.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;294;Configuration according to projects´ specific requirements;Option: Configuration of all the modules according to projects´ specific requirements including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;295;LIN Driver - Porting to new target;Porting of the LIN Driver to support new target including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;296;LIN Driver - Porting to new derivatives or new compiler releases;Porting of the LIN Driver to support new derivatives or compiler releases including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;297;FLASH Driver - Porting to new target;Porting of the FLASH Driver to support new target including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;298;FLASH Driver - Porting to new derivatives or new compiler releases;Porting of the FLASH Driver to support new derivatives or compiler releases including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;299;OEM-restricted Project License;"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one OEM and to one car model.



EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all of the following conditions are met: 

a. The run-time software is used for one OEM, only.

b. The run-time software is used for one car model, only.

c. The run-time software is used for one Tier1 product, only.

d. The run-time software is used in one ECU software version, only.

e. The run-time software is used for one HW microcontroller and compiler version, only.



The license is valid for the following license parameters:

- Mass production: yes

- Tier1 product: one, as defined in License Profile above.

- OEM: ";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;300;Dongled License via EB Hardware Support & Maintenance (EB MAid);"Extension of software upgrades, updates and patch releases for one year.



Maintenance contract: Includes maintenance and support of the currently implemented methods, algorithms and specifications. 

This position does NOT contain efforts caused due to changes in methods, algorithms and specifications e.g., by customer specification changes, or new features. These changes have to be quoted separately.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;301;Development Maintenance for OEM-restricted Project License;"- Valid for one year

- Access to updates and bugfixes of the licensed product

Please Note:

* updates and bugfixes are given for the latest version of the product only

* tested only on Windows platform with the EB tresos Studio 2011.a version (tool version for OsekCore product) 

* requires an ongoing EB tresos Studio maintenance

* to receive a complete integrated and tested OsekCore product, additional Ipx and QPx services are recommended



For further details please refer to the annex PD_EB_tresos_Maintenance_and_Support_Annex.pdf";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
yes;302;Development Maintenance for OEM-restricted Product Line License;"- Extension of MAINTENANCE duration (as defined on page ""Definitions"") 
- Valid for existing OEM restricted Product Line License 

Please note: 
- Updates and bugfixes are provided for the latest software version only. 
- Tested only with the latest software version of related products (e.g., ELEKTROBIT TOOLING).";n/a;12 months;n/a;Annual payment;Anually at the beginning of the extended period;n/a;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
;303;Development Maintenance for OEM-restricted Company License;"- Valid for one year

- Access to updates and bugfixes of the licensed product

Please Note:

* updates and bugfixes are given for the latest version of the product only

* tested only with the latest version of related products, e.g., EB tresos Studio

* requires an ongoing EB tresos Studio maintenance

* to receive a complete integrated and tested AUTOSAR stack additional IP and QP update services are recommended



For further details please refer to the annex PD_EB_tresos_Maintenance_and_Support_Annex.pdf";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
;304;Qualification Package - Compiler Options / MCU sub-derivative;#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Qualification Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
yes;305;Porting Package – Product Update / Compiler Version Update;Porting package to support a compiler version including a basic set of qualification tests.;n/a;n/a;n/a;One-time payment;With FINAL DELIVERY;n/a;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;306;Porting Package - Compiler;Porting package to support a new compiler including a basic set of qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;307;Porting Package - MCU Derivative;Porting package to support a new derivative of an existing MCU family including a basic set of qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;308;Porting Package - MCU Family;Porting package to support a new MCU family including a basic set of qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
yes;309;Qualification Package - Safety Approval;EB safety approval stating that additional verification measures to ensure that release criteria for projects up to ASIL-D are met were carried out. This can be ordered for production quality releases together with a qualification or porting package.;n/a;n/a;n/a;One-time payment;With FINAL DELIVERY;n/a;Qualification Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
yes;310;Single-User Evaluation License;"- Single-User License (as defined in Elektrobit T&C) 
- Further specifications can be found in the related ""Evaluation license agreement"" which need to be signed by CUSTOMER and Elektrobit.";n/a;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Evaluation and Demonstration License;License;;FlexNet Publisher Application Activation Code;6400;10;50;Fix rate;FALSE;;none;TRUE
yes;311;Partner Customer Evaluation License;- Single-User Licenses (as defined in Elektrobit T&C) for partners of CUSTOMERS, to evaluate partners modules and EB tresos Studio.;3 months;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Evaluation and Demonstration License;License;;FlexNet Publisher Application Activation Code;6400;10;50;Fix rate;FALSE;;none;TRUE
;312;Single-User License (limited);"Perpetual, limited-featured license.

Includes one year software updates and patch releases.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Application Activation Code;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;313;Customization Package;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;314;Eth Driver - Porting to new derivatives or new compiler releases;Valid license of EB IP-stack and MCAL Eth driver, including stack qualification required;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
